row_id,pred_pce,unc_pce,pred_voc,unc_voc,pred_jsc,unc_jsc,pred_ff,unc_ff,split,name,SMILES,doi,pce,voc,jsc,ff,raw_unc_pce,raw_unc_voc,raw_unc_jsc,raw_unc_ff
0,16.93467140197754,1.078283447525162,0.8571094274520874,0.019100463296861835,25.79410171508789,0.9325952610320121,76.76776123046875,2.860312479710052,train,2PACz,O=P(O)(O)CCn1c2ccccc2c2ccccc21,10.1021/acsami.2c01900,16.9,0.86,25.84,76.0,0.34695714712142944,0.004529102705419064,0.32977935671806335,0.7022030353546143
6,17.6990966796875,0.9945218035892471,0.8628480434417725,0.017875113711337612,26.752004623413086,0.6939120695933747,76.99661254882812,2.1174264015304307,train,2PACz,O=P(O)(O)CCn1c2ccccc2c2ccccc21,10.1039/d2ta07022g,18.49,0.85,27.41,79.68,0.32000532746315,0.004238547757267952,0.24537748098373413,0.5198254585266113
7,16.468259811401367,1.0423117683391596,0.7898826003074646,0.0493227274798024,27.75408363342285,1.124407141328448,75.33916473388672,2.7702325157628103,train,3-BPIC,O=P(O)(O)CCCCN1c2cc3c(cc2F)c2c4c(c5c(n(c6ccccc65)CCCCP(=O)(O)O)cc4)c4c3c(c3ccccc31)c(n4CCCCP(=O)(O)O)c2,10.1021/jacs.4c03917,13.54,0.692,27.68,70.71,0.3353826105594635,0.011695407330989838,0.39760684967041016,0.6800885200500488
8,17.11747932434082,1.062830084464353,0.8128895163536072,0.03855205383415267,27.85409927368164,1.1118439942537275,75.70113372802734,2.2975780745632512,train,3-BPIC,O=P(O)(O)CCCCN1c2cc3c(cc2F)c2c4c(c5c(n(c6ccccc65)CCCCP(=O)(O)O)cc4)c4c3c(c3ccccc31)c(n4CCCCP(=O)(O)O)c2,10.1021/jacs.4c03917,19.34,0.871,27.89,79.61,0.34198474884033203,0.009141464717686176,0.39316433668136597,0.5640524625778198
9,17.821910858154297,0.7618392861674017,0.8614364862442017,0.01752197944599939,26.94049644470215,0.6517683519572908,76.57949829101562,2.5672954822197185,train,Br-2PACz,O=P(O)(O)CCn1c2ccc(Br)cc2c2cc(Br)ccc21,10.1002/adfm.202512687,18.1,0.89,27.2,74.6,0.24513553082942963,0.004154812544584274,0.23047484457492828,0.6302677392959595
11,2.805129051208496,2.800095926055171,0.5084471702575684,0.07771359125218538,10.701092720031738,3.384959815869255,48.52749252319336,7.0129954186172165,train,H8-SAM,O=P(O)(O)CCCCCCCC,10.1021/jp406625e,1.81,0.48,8.29,45.0,0.9009813666343689,0.018427450209856033,1.1969714164733887,1.7216813564300537
12,17.968341827392578,0.7441539538472798,0.8650534749031067,0.019961647835330543,26.960758209228516,0.769956672586579,77.19389343261719,2.0516977939089407,train,Cl-2PACz,ClC1=CC2=C(N(CCP(O)(O)=O)C3=C2C=C(Cl)C=C3)C=C1,10.1002/aenm.202303354,18.17,0.84,28.42,76.0,0.23944495618343353,0.00473330682143569,0.2722679674625397,0.503689169883728
15,17.871095657348633,0.7955590363723138,0.8608769178390503,0.021321230467449496,27.061264038085938,0.8008478251625227,76.67391967773438,2.1491209428855185,train,BCBBr-C4PA,OP(CCCCN1C2=C(C(C=CC=C3)=C3C=C2)C4=C1C=CC(Br)=C4)(O)=O,10.1002/aenm.202300694,18.84,0.861,27.6,79.3,0.25598546862602234,0.005055691115558147,0.2831915318965912,0.5276064276695251
16,17.005722045898438,0.8171495276218251,0.8423515558242798,0.021949688488387135,27.123065948486328,0.9003971925819744,74.60987854003906,1.967841267285454,train,BCBBr-C4PA,OP(CCCCN1C2=C(C(C=CC=C3)=C3C=C2)C4=C1C=CC(Br)=C4)(O)=O,10.1002/aenm.202300694,16.78,0.849,26.15,75.58,0.26293259859085083,0.0052047111093997955,0.31839364767074585,0.4831025004386902
17,17.77280616760254,0.9191190688442925,0.8596858978271484,0.021000397127460418,27.085481643676758,0.6704842519777967,76.56898498535156,2.568018510985378,train,BCBBr-C4PA,OP(CCCCN1C2=C(C(C=CC=C3)=C3C=C2)C4=C1C=CC(Br)=C4)(O)=O,10.1002/aenm.202300694,17.48,0.85,27.15,75.77,0.2957431375980377,0.0049796150997281075,0.23709306120872498,0.6304452419281006
